date,close,high,low,open
2025-06-20 14:00:00+00:00,526.09,531.19,525.615,530.79
2025-06-20 15:00:00+00:00,526.84,528.65,525.07,526.08
2025-06-20 16:00:00+00:00,527.73,528.185,526.51,526.835
2025-06-20 17:00:00+00:00,526.63,528.415,524.86,527.795
2025-06-20 18:00:00+00:00,526.07,528.11,525.85,526.635
2025-06-20 19:00:00+00:00,526.655,527.225,525.72,526.08
2025-06-23 14:00:00+00:00,528.8,530.375,528.14,528.145
2025-06-23 15:00:00+00:00,528.455,530.1,528.085,528.88
2025-06-23 16:00:00+00:00,526.065,528.65,523.65,528.445
2025-06-23 17:00:00+00:00,531.14,531.86,525.625,526.175
2025-06-23 18:00:00+00:00,530.77,531.955,530.405,531.13
2025-06-23 19:00:00+00:00,531.76,532.17,530.475,530.76
2025-06-24 14:00:00+00:00,537.57,538.235,536.89,536.93
2025-06-24 15:00:00+00:00,538.695,539.325,537.505,537.635
2025-06-24 16:00:00+00:00,539.58,540.055,538.565,538.695
2025-06-24 17:00:00+00:00,539.99,540.23,539.075,539.59
2025-06-24 18:00:00+00:00,540.185,540.36,539.75,540.04
2025-06-24 19:00:00+00:00,539.77,540.72,539.745,540.185
2025-06-25 14:00:00+00:00,541.88,542.8,541.175,542.75
2025-06-25 15:00:00+00:00,540.7,541.995,540.335,541.89
2025-06-25 16:00:00+00:00,540.65,541.045,539.88,540.695
2025-06-25 17:00:00+00:00,539.92,541.135,539.355,540.655
2025-06-25 18:00:00+00:00,540.095,540.46,539.675,539.925
2025-06-25 19:00:00+00:00,541.17,541.205,540.03,540.105
2025-06-26 14:00:00+00:00,543.76,544.425,542.895,543.135
2025-06-26 15:00:00+00:00,544.71,544.865,543.28,543.765
2025-06-26 16:00:00+00:00,544.645,545.255,544.36,544.71
2025-06-26 17:00:00+00:00,545.455,545.705,544.41,544.68
2025-06-26 18:00:00+00:00,546.085,546.53,545.27,545.46
2025-06-26 19:00:00+00:00,546.25,546.68,545.685,546.095
2025-06-27 14:00:00+00:00,548.45,549.935,548.19,548.605
2025-06-27 15:00:00+00:00,549.67,549.925,548.11,548.465
2025-06-27 16:00:00+00:00,549.3,549.725,548.705,549.665
2025-06-27 17:00:00+00:00,547.885,549.405,546.9,549.305
2025-06-27 18:00:00+00:00,544.79,548.045,544.51,547.89
2025-06-27 19:00:00+00:00,548.24,548.4,544.655,544.795
2025-06-30 14:00:00+00:00,549.985,550.79,549.67,550.135
2025-06-30 15:00:00+00:00,550.525,550.91,549.5,549.99
2025-06-30 16:00:00+00:00,550.495,551.105,550.19,550.53
2025-06-30 17:00:00+00:00,549.99,550.715,549.195,550.5
2025-06-30 18:00:00+00:00,550.67,550.78,548.985,549.985
2025-06-30 19:00:00+00:00,551.66,552.865,550.605,550.68
2025-07-01 14:00:00+00:00,546.91,550.735,546.505,549.78
2025-07-01 15:00:00+00:00,546.22,547.645,544.6,546.915
2025-07-01 16:00:00+00:00,547.23,548.145,545.515,546.22
2025-07-01 17:00:00+00:00,548.22,548.72,547.165,547.235
2025-07-01 18:00:00+00:00,547.24,548.515,547.175,548.22
2025-07-01 19:00:00+00:00,546.985,548.32,545.9,547.24
2025-07-02 14:00:00+00:00,549.935,550.44,547.295,547.43
2025-07-02 15:00:00+00:00,550.18,550.785,549.565,549.94
2025-07-02 16:00:00+00:00,550.635,550.785,549.825,550.175
2025-07-02 17:00:00+00:00,550.3,550.8,549.87,550.64
2025-07-02 18:00:00+00:00,550.38,550.61,549.98,550.295
2025-07-02 19:00:00+00:00,550.78,551.01,550.015,550.39
