date,close,high,low,open
2025-06-10 16:00:00+00:00,602.095,602.305,601.225,601.27
2025-06-10 17:00:00+00:00,601.32,602.7,601.26,602.145
2025-06-10 18:00:00+00:00,602.405,602.905,600.12,601.32
2025-06-10 19:00:00+00:00,602.98,603.475,601.57,602.41
2025-06-11 14:00:00+00:00,604.7,605.07,603.265,603.655
2025-06-11 15:00:00+00:00,603.58,604.99,603.23,604.7
2025-06-11 16:00:00+00:00,603.41,603.885,601.935,603.59
2025-06-11 17:00:00+00:00,602.495,604.445,602.245,603.39
2025-06-11 18:00:00+00:00,600.81,602.795,599.265,602.515
2025-06-11 19:00:00+00:00,601.415,601.56,599.715,600.815
2025-06-12 14:00:00+00:00,602.645,603.15,600.6,600.745
2025-06-12 15:00:00+00:00,602.47,603.635,601.525,602.65
2025-06-12 16:00:00+00:00,602.455,603.385,601.92,602.465
2025-06-12 17:00:00+00:00,603.11,603.58,602.33,602.43
2025-06-12 18:00:00+00:00,603.33,603.425,602.425,603.11
2025-06-12 19:00:00+00:00,603.685,603.7,602.355,603.325
2025-06-13 14:00:00+00:00,599.23,599.475,596.555,598.16
2025-06-13 15:00:00+00:00,601.25,601.73,598.875,599.145
2025-06-13 16:00:00+00:00,601.075,601.84,600.28,601.22
2025-06-13 17:00:00+00:00,599.78,601.235,598.95,601.045
2025-06-13 18:00:00+00:00,597.12,600.28,595.555,599.79
2025-06-13 19:00:00+00:00,596.93,597.72,595.465,597.16
2025-06-16 14:00:00+00:00,603.925,604.45,602.865,603.1
2025-06-16 15:00:00+00:00,603.095,604.1,602.74,603.925
2025-06-16 16:00:00+00:00,602.69,603.685,602.465,603.175
2025-06-16 17:00:00+00:00,602.31,603.73,602.12,602.69
2025-06-16 18:00:00+00:00,602.515,602.87,601.85,602.31
2025-06-16 19:00:00+00:00,602.645,602.92,601.63,602.51
2025-06-17 14:00:00+00:00,600.48,601.73,600.315,600.86
2025-06-17 15:00:00+00:00,600.705,601.755,600.175,600.485
2025-06-17 16:00:00+00:00,599.69,601.6,599.315,600.71
2025-06-17 17:00:00+00:00,598.035,600.23,597.55,599.695
2025-06-17 18:00:00+00:00,598.12,598.195,596.68,598.015
2025-06-17 19:00:00+00:00,597.56,598.645,597.305,598.115
2025-06-18 14:00:00+00:00,600.83,601.255,598.69,599.13
2025-06-18 15:00:00+00:00,599.65,600.945,599.595,600.83
2025-06-18 16:00:00+00:00,599.45,600.33,599.35,599.65
2025-06-18 17:00:00+00:00,599.62,599.975,598.015,599.455
2025-06-18 18:00:00+00:00,597.295,601.045,596.655,599.61
2025-06-18 19:00:00+00:00,597.375,598.945,596.485,597.3
2025-06-19 14:00:00+00:00,597.375,597.375,597.375,597.375
2025-06-19 15:00:00+00:00,597.375,597.375,597.375,597.375
2025-06-19 16:00:00+00:00,597.375,597.375,597.375,597.375
2025-06-19 17:00:00+00:00,597.375,597.375,597.375,597.375
2025-06-19 18:00:00+00:00,597.375,597.375,597.375,597.375
2025-06-19 19:00:00+00:00,597.375,597.375,597.375,597.375
2025-06-20 14:00:00+00:00,594.36,597.685,593.92,597.28
2025-06-20 15:00:00+00:00,594.71,596.39,593.5,594.445
2025-06-20 16:00:00+00:00,595.32,595.715,594.195,594.7
2025-06-20 17:00:00+00:00,594.04,595.93,592.82,595.32
2025-06-20 18:00:00+00:00,593.61,595.365,593.365,594.04
2025-06-20 19:00:00+00:00,594.225,595.035,593.235,593.615
2025-06-23 14:00:00+00:00,596.475,598.285,596.375,596.74
2025-06-23 15:00:00+00:00,595.86,597.68,595.73,596.47
2025-06-23 16:00:00+00:00,593.6,596.085,591.895,595.865
2025-06-23 17:00:00+00:00,598.53,599.295,593.13,593.515
2025-06-23 18:00:00+00:00,598.5,599.15,597.98,598.53
2025-06-23 19:00:00+00:00,600.115,600.545,598.38,598.5
2025-06-24 14:00:00+00:00,604.95,605.405,603.86,603.865
2025-06-24 15:00:00+00:00,605.765,606.165,604.92,604.95
2025-06-24 16:00:00+00:00,606.64,607.2,605.65,605.77
2025-06-24 17:00:00+00:00,607.175,607.37,606.285,606.57
2025-06-24 18:00:00+00:00,607.31,607.485,606.87,607.175
2025-06-24 19:00:00+00:00,606.775,607.84,606.755,607.315
2025-06-25 14:00:00+00:00,607.765,608.535,607.24,608.18
2025-06-25 15:00:00+00:00,606.89,607.815,606.47,607.76
2025-06-25 16:00:00+00:00,606.7,607.275,606.42,606.89
2025-06-25 17:00:00+00:00,606.265,607.145,605.535,606.705
2025-06-25 18:00:00+00:00,606.435,606.575,606.04,606.265
2025-06-25 19:00:00+00:00,606.95,607.38,606.365,606.435
2025-06-26 14:00:00+00:00,610.375,610.59,609.005,609.3
2025-06-26 15:00:00+00:00,610.53,610.86,609.775,610.375
2025-06-26 16:00:00+00:00,610.84,611.13,610.405,610.515
2025-06-26 17:00:00+00:00,611.28,611.595,610.59,610.765
2025-06-26 18:00:00+00:00,611.445,612.12,611.075,611.28
2025-06-26 19:00:00+00:00,611.965,612.31,611.23,611.44
2025-06-27 14:00:00+00:00,614.81,615.58,614.235,614.505
2025-06-27 15:00:00+00:00,615.905,616.11,614.595,614.81
2025-06-27 16:00:00+00:00,615.97,616.415,615.635,615.905
2025-06-27 17:00:00+00:00,614.16,615.97,613.24,615.97
2025-06-27 18:00:00+00:00,611.19,614.395,610.82,614.14
2025-06-27 19:00:00+00:00,614.83,615.135,611.005,611.185
2025-06-30 14:00:00+00:00,616.01,616.825,615.64,616.445
2025-06-30 15:00:00+00:00,616.465,616.935,615.7,616.01
2025-06-30 16:00:00+00:00,616.64,617.13,616.095,616.465
2025-06-30 17:00:00+00:00,615.845,616.82,615.07,616.64
2025-06-30 18:00:00+00:00,616.925,616.94,615.31,615.85
2025-06-30 19:00:00+00:00,617.95,619.225,616.895,616.925
2025-07-01 14:00:00+00:00,616.52,618.11,616.12,617.24
2025-07-01 15:00:00+00:00,616.925,617.555,615.45,616.52
2025-07-01 16:00:00+00:00,617.085,618.175,616.645,616.93
2025-07-01 17:00:00+00:00,618.54,618.85,616.945,617.09
2025-07-01 18:00:00+00:00,617.93,618.72,617.86,618.54
2025-07-01 19:00:00+00:00,617.475,618.74,616.67,617.93
2025-07-02 14:00:00+00:00,618.76,619.17,617.27,617.32
2025-07-02 15:00:00+00:00,619.27,619.46,618.545,618.765
2025-07-02 16:00:00+00:00,619.58,619.605,618.845,619.27
2025-07-02 17:00:00+00:00,619.41,619.715,619.105,619.58
2025-07-02 18:00:00+00:00,619.845,619.96,619.225,619.415
2025-07-02 19:00:00+00:00,620.375,620.475,619.61,619.855
