date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2020-01-02 00:00:00+00:00,160.62,160.73,158.33,158.78,22634546,153.0361243062,153.1409305176,150.8542495418,151.2830022248,22634546,0.0,1.0
2020-01-03 00:00:00+00:00,158.62,159.95,158.06,158.32,21121681,151.1305568264,152.3977592005,150.596997932,150.8447217044,21121681,0.0,1.0
2020-01-06 00:00:00+00:00,159.03,159.1,156.51,157.08,20826702,151.5211981597,151.5878930215,149.1201831351,149.6632698669,20826702,0.0,1.0
2020-01-07 00:00:00+00:00,157.58,159.67,157.32,159.32,21881740,150.1396617369,152.1309797533,149.8919379645,151.7975054443,21881740,0.0,1.0
2020-01-08 00:00:00+00:00,160.09,160.8,157.95,158.93,27762026,152.5311489241,153.2076253794,150.4921917206,151.4259197858,27762026,0.0,1.0
2020-01-09 00:00:00+00:00,162.09,162.22,161.03,161.84,21399951,154.4367164039,154.5605782901,153.4267656396,154.1985204689,21399951,0.0,1.0
2020-01-10 00:00:00+00:00,161.34,163.22,161.18,162.82,20733946,153.722128599,155.51336203,153.5696832006,155.132248534,20733946,0.0,1.0
2020-01-13 00:00:00+00:00,163.28,163.31,161.26,161.76,18666414,155.5705290544,155.5991125666,153.6459058998,154.1222977697,18666414,0.0,1.0
2020-01-14 00:00:00+00:00,162.13,163.6,161.72,163.39,23500783,154.4748277535,155.8754198512,154.0841864201,155.6753352658,23500783,0.0,1.0
2020-01-15 00:00:00+00:00,163.18,163.94,162.57,162.62,21417871,155.4752506804,156.1993663228,154.8940525991,154.9416917861,21417871,0.0,1.0
2020-01-16 00:00:00+00:00,166.17,166.24,164.03,164.35,23865360,158.3240740628,158.3907689246,156.2851168594,156.5900076561,23865360,0.0,1.0
2020-01-17 00:00:00+00:00,167.1,167.47,165.43,167.42,34371659,159.2101629409,159.5626929247,157.6190140952,159.5150537377,34371659,0.0,1.0
2020-01-21 00:00:00+00:00,166.5,168.19,166.43,166.68,29223486,158.638492697,160.2486972174,158.5717978352,158.8099937701,29223486,0.0,1.0
2020-01-22 00:00:00+00:00,165.7,167.49,165.68,167.4,24138777,157.876265705,159.5817485995,157.8572100302,159.4959980629,24138777,0.0,1.0
2020-01-23 00:00:00+00:00,166.72,166.8,165.27,166.19,19680766,158.8481051197,158.9243278189,157.4665686969,158.3431297376,19680766,0.0,1.0
2020-01-24 00:00:00+00:00,165.04,167.53,164.45,167.51,24918117,157.2474284367,159.6198599491,156.6852860301,159.6008042743,24918117,0.0,1.0
2020-01-27 00:00:00+00:00,162.28,163.38,160.2,161.15,32078067,154.6177453145,155.6658074284,152.6359551354,153.5410996884,32078067,0.0,1.0
2020-01-28 00:00:00+00:00,165.46,165.76,163.07,163.78,24899940,157.6475976074,157.9334327294,155.370444469,156.0469209244,24899940,0.0,1.0
2020-01-29 00:00:00+00:00,168.04,168.75,165.69,167.84,35127771,160.1057796564,160.7822561118,157.8667378676,159.9152229085,35127771,0.0,1.0
2020-01-30 00:00:00+00:00,172.78,174.05,170.79,174.05,51597470,164.6219745837,165.8320099334,162.7259349412,165.8320099334,51597470,0.0,1.0
2020-01-31 00:00:00+00:00,170.23,172.4,169.58,172.21,36142690,162.1923760469,164.2599167625,161.5730666159,164.0788878519,36142690,0.0,1.0
2020-02-03 00:00:00+00:00,174.38,174.5,170.4,170.43,30149052,166.1464285675,166.2607626163,162.3543492827,162.3829327948,30149052,0.0,1.0
2020-02-04 00:00:00+00:00,180.12,180.64,176.31,177.14,36433339,171.6154072347,172.1108547794,167.9853011856,168.7761116897,36433339,0.0,1.0
2020-02-05 00:00:00+00:00,179.9,184.2,178.41,184.03,39186324,171.4057948119,175.5027648936,169.9861470394,175.3407916578,39186324,0.0,1.0
2020-02-06 00:00:00+00:00,183.63,183.82,180.06,180.97,27751381,174.9596781618,175.1407070724,171.5582402103,172.4252734136,27751381,0.0,1.0
2020-02-07 00:00:00+00:00,183.89,185.63,182.48,182.85,33529074,175.2074019342,176.8652456417,173.8639768609,174.2165068447,33529074,0.0,1.0
2020-02-10 00:00:00+00:00,188.7,188.84,183.25,183.58,35844267,179.7902917232,179.9236814468,174.5976203406,174.9120389748,35844267,0.0,1.0
2020-02-11 00:00:00+00:00,184.44,190.7,183.5,190.65,53159906,175.7314329912,181.6958592031,174.8358162756,181.6482200161,53159906,0.0,1.0
2020-02-12 00:00:00+00:00,184.71,185.85,181.85,185.58,47062921,175.9886846009,177.0748580644,173.2637231048,176.8176064547,47062921,0.0,1.0
2020-02-13 00:00:00+00:00,183.71,186.23,182.87,183.08,35295834,175.035900861,177.4369158856,174.2355625195,174.4356471049,35295834,0.0,1.0
2020-02-14 00:00:00+00:00,185.35,185.41,182.65,183.25,23149516,176.5984661945,176.6556332189,174.0259500967,174.5976203406,23149516,0.0,1.0
2020-02-18 00:00:00+00:00,187.23,187.7,185.5,185.61,27853113,178.3896996255,178.8375079833,176.7413837555,176.8461899669,27853113,0.0,1.0
2020-02-19 00:00:00+00:00,187.28,188.18,186.47,188.06,29997471,178.9232585199,179.7830990403,178.1494020515,179.6684536376,29997471,0.51,1.0
2020-02-20 00:00:00+00:00,184.42,187.25,181.1,186.95,36862376,176.1908764216,178.8945971692,173.0190202795,178.6079836624,36862376,0.0,1.0
2020-02-21 00:00:00+00:00,178.59,183.5,177.25,183.17,48600385,170.6210206059,175.311928334,169.3408136088,174.9966534765,48600385,0.0,1.0
2020-02-24 00:00:00+00:00,170.89,174.55,163.23,167.77,68311066,163.2646072643,166.7612920475,155.946409057,160.2838267935,68311066,0.0,1.0
2020-02-25 00:00:00+00:00,168.07,174.84,167.65,174.2,68073295,160.5704403003,167.0383517707,160.1691813907,166.4269096228,68073295,0.0,1.0
2020-02-26 00:00:00+00:00,170.17,173.26,168.21,169.71,56387148,162.576734848,165.5288539682,160.7041932701,162.1372608042,56387148,0.0,1.0
2020-02-27 00:00:00+00:00,158.18,167.03,157.98,163.32,93174906,151.121748359,159.57684681,150.9306726878,156.0323931091,93174906,0.0,1.0
2020-02-28 00:00:00+00:00,162.01,163.71,152.0,152.41,97073557,154.7808474627,156.4049906679,145.2175101187,145.6092152446,97073557,0.0,1.0
2020-03-02 00:00:00+00:00,172.79,172.92,162.31,165.31,71030810,165.0798261408,165.2040253271,155.0674609695,157.9335960376,71030810,0.0,1.0
2020-03-03 00:00:00+00:00,164.51,175.0,162.26,173.8,71677019,157.1692933528,167.1912123077,155.0196920517,166.0447582804,71677019,0.0,1.0
2020-03-04 00:00:00+00:00,170.55,170.7,165.62,168.49,49814383,162.9397786233,163.0830853767,158.229763328,160.9716992098,49814383,0.0,1.0
2020-03-05 00:00:00+00:00,166.27,170.87,165.69,166.05,47817251,158.8507592594,163.2454996972,158.2966398129,158.6405760211,47817251,0.0,1.0
2020-03-06 00:00:00+00:00,161.57,163.11,156.0,162.61,72821057,154.360480986,155.8317636543,149.0390235428,155.3540744763,72821057,0.0,1.0
2020-03-09 00:00:00+00:00,150.62,157.75,150.0,151.0,70419274,143.8990879873,150.7109356659,143.3067534066,144.2621317626,70419274,0.0,1.0
2020-03-10 00:00:00+00:00,160.92,161.03,152.58,158.16,65354385,153.7394850546,153.8445766737,145.7716295652,151.1026407919,65354385,0.0,1.0
2020-03-11 00:00:00+00:00,153.63,157.7,151.15,157.13,56504304,146.774776839,150.6631667481,144.405438516,150.1186010852,56504304,0.0,1.0
2020-03-12 00:00:00+00:00,139.06,153.47,138.58,145.3,93226366,132.8549141915,146.621916302,132.3963325806,138.8164751332,93226366,0.0,1.0
2020-03-13 00:00:00+00:00,158.83,161.91,140.73,147.5,92727446,151.7427442904,154.6853096271,134.450396046,140.9183075165,92727446,0.0,1.0
2020-03-16 00:00:00+00:00,135.42,149.35,135.0,140.0,87905868,129.3773369755,142.6857574751,128.9760780659,133.7529698461,87905868,0.0,1.0
2020-03-17 00:00:00+00:00,146.57,147.5,135.0,140.0,81059817,140.0298056453,140.9183075165,128.9760780659,133.7529698461,81059817,0.0,1.0
2020-03-18 00:00:00+00:00,140.4,146.0,135.02,138.0,81593173,134.1351211886,139.4852399824,128.995185633,131.842213134,81593173,0.0,1.0
2020-03-19 00:00:00+00:00,142.71,150.15,139.0,142.77,85922661,136.342045191,143.45006016,132.7975914901,136.3993678924,85922661,0.0,1.0
2020-03-20 00:00:00+00:00,137.35,147.1,135.86,146.0,84866215,131.2212172026,140.536156174,129.7977034521,139.4852399824,84866215,0.0,1.0
2020-03-23 00:00:00+00:00,135.98,140.57,132.52,137.01,78975176,129.9123488548,134.2975355091,126.6067397429,130.8963885616,78975176,0.0,1.0
2020-03-24 00:00:00+00:00,148.34,149.6,141.27,143.75,82516727,141.7208253355,142.9246020642,134.9663003583,137.3356386813,82516727,0.0,1.0
2020-03-25 00:00:00+00:00,146.92,154.33,144.44,148.91,75638224,140.36418807,147.4435416882,137.994849747,142.2653909985,75638224,0.0,1.0
2020-03-26 00:00:00+00:00,156.11,156.66,148.37,148.4,64694427,149.144115162,149.6695732578,141.7494866862,141.7781480369,64694427,0.0,1.0
2020-03-27 00:00:00+00:00,149.7,154.89,149.2,151.75,57042291,143.0201398998,147.9785535676,142.5424507217,144.9786655297,57042291,0.0,1.0
2020-03-30 00:00:00+00:00,160.23,160.6,150.01,152.44,63420326,153.0802739889,153.4337639806,143.3163071901,145.6378765953,63420326,0.0,1.0
2020-03-31 00:00:00+00:00,157.71,164.78,156.56,159.4,77927186,150.6727205317,157.4272455089,149.5740354222,152.2873099534,77927186,0.0,1.0
2020-04-01 00:00:00+00:00,152.11,157.75,150.82,153.0,57969926,145.3226017378,150.7109356659,144.0901636585,146.1728884747,57969926,0.0,1.0
2020-04-02 00:00:00+00:00,155.26,155.48,150.36,151.86,49630735,148.3320435594,148.5422267977,143.6506896148,145.0837571488,49630735,0.0,1.0
2020-04-03 00:00:00+00:00,153.83,157.38,152.19,155.1,41243284,146.9658525102,150.3574456742,145.3990320063,148.1791830224,41243284,0.0,1.0
2020-04-06 00:00:00+00:00,165.27,166.5,157.58,160.32,67111697,157.8953809034,159.0704962813,150.5485213454,153.1662580409,67111697,0.0,1.0
2020-04-07 00:00:00+00:00,163.49,170.0,163.26,169.59,62769038,156.1948074296,162.4143205275,155.9750704077,162.0226154015,62769038,0.0,1.0
2020-04-08 00:00:00+00:00,165.13,166.67,163.5,165.67,48318234,157.7616279335,159.2329106018,156.2043612132,158.2775322458,48318234,0.0,1.0
2020-04-09 00:00:00+00:00,165.14,167.37,163.33,166.36,51431775,157.7711817171,159.9016754511,156.0419468926,158.9367433115,51431775,0.0,1.0
2020-04-13 00:00:00+00:00,165.51,165.57,162.3,164.35,41905264,158.1246717088,158.1819944102,155.0579071859,157.0164328158,41905264,0.0,1.0
2020-04-14 00:00:00+00:00,173.7,173.75,168.0,169.0,52874338,165.9492204448,165.9969893626,160.5035638154,161.4589421714,52874338,0.0,1.0
2020-04-15 00:00:00+00:00,171.88,173.57,169.24,171.2,40940833,164.2104318368,165.8250212585,161.6882329769,163.5607745547,40940833,0.0,1.0
2020-04-16 00:00:00+00:00,177.04,177.28,172.9,174.3,50479610,169.140184154,169.3694749595,165.18491776,166.5224474584,50479610,0.0,1.0
2020-04-17 00:00:00+00:00,178.6,180.0,175.87,179.5,52765625,170.6305743894,171.9681040879,168.0223914774,171.4904149099,52765625,0.0,1.0
2020-04-20 00:00:00+00:00,175.06,178.75,174.99,176.63,36669595,167.248535009,170.7738811428,167.1816585241,168.748479028,36669595,0.0,1.0
2020-04-21 00:00:00+00:00,167.82,173.67,166.11,173.5,56203749,160.3315957113,165.9205590941,158.6978987224,165.7581447736,56203749,0.0,1.0
2020-04-22 00:00:00+00:00,173.52,174.0,170.82,171.39,34651604,165.7772523407,166.2358339516,163.1977307794,163.7422964424,34651604,0.0,1.0
2020-04-23 00:00:00+00:00,171.42,175.06,170.91,174.11,32790804,163.770957793,167.248535009,163.2837148315,166.3409255708,32790804,0.0,1.0
2020-04-24 00:00:00+00:00,174.55,174.56,170.71,172.06,34305320,166.7612920475,166.770845831,163.0926391602,164.3823999409,34305320,0.0,1.0
2020-04-27 00:00:00+00:00,174.05,176.9,173.3,176.59,33194384,166.2836028694,169.0064311842,165.5670691024,168.7102638938,33194384,0.0,1.0
2020-04-28 00:00:00+00:00,169.81,175.67,169.39,175.59,34392694,162.2327986398,167.8313158062,161.8315397303,167.7548855377,34392694,0.0,1.0
2020-04-29 00:00:00+00:00,177.43,177.68,171.88,173.22,51286559,169.5127817129,169.7516263019,164.2104318368,165.4906388339,51286559,0.0,1.0
2020-04-30 00:00:00+00:00,179.21,180.4,176.23,180.0,53875857,171.2133551866,172.3502554303,168.3663276856,171.9681040879,53875857,0.0,1.0
2020-05-01 00:00:00+00:00,174.57,178.64,174.01,175.8,39370474,166.7803996146,170.6687895237,166.2453877352,167.9555149925,39370474,0.0,1.0
2020-05-04 00:00:00+00:00,178.84,179.0,173.8,174.49,30372862,170.8598651949,171.0127257318,166.0447582804,166.7039693461,30372862,0.0,1.0
2020-05-05 00:00:00+00:00,180.76,183.65,179.9,180.62,36839168,172.6941916385,175.4552350875,171.8725662523,172.5604386686,36839168,0.0,1.0
2020-05-06 00:00:00+00:00,182.54,184.2,181.63,182.08,32139299,174.3947651122,175.9806931833,173.5253708082,173.9552910685,32139299,0.0,1.0
2020-05-07 00:00:00+00:00,183.6,184.55,182.58,184.17,28315992,175.4074661696,176.3150756079,174.4329802465,175.9520318326,28315992,0.0,1.0
2020-05-08 00:00:00+00:00,184.68,185.0,183.36,184.98,30912638,176.4392747942,176.7449958681,175.1781753642,176.725888301,30912638,0.0,1.0
2020-05-11 00:00:00+00:00,186.74,187.51,182.85,183.15,30892660,178.4073542076,179.1429955418,174.6909324026,174.9775459094,30892660,0.0,1.0
2020-05-12 00:00:00+00:00,182.51,187.04,182.3,186.8,32038199,174.3661037616,178.6939677144,174.1654743068,178.464676909,32038199,0.0,1.0
2020-05-13 00:00:00+00:00,179.75,184.05,176.54,182.55,44711488,171.7292594989,175.8373864299,168.662494976,174.4043188958,44711488,0.0,1.0
2020-05-14 00:00:00+00:00,180.53,180.69,175.68,177.54,41873911,172.4744546166,172.6273151536,167.8408695898,169.617873332,41873911,0.0,1.0
2020-05-15 00:00:00+00:00,183.16,187.06,177.0,179.06,46610382,174.987099693,178.7130752816,169.1019690198,171.0700484332,46610382,0.0,1.0
2020-05-18 00:00:00+00:00,184.91,186.2,183.96,185.75,35306620,176.6590118161,177.8914498954,175.7514023778,177.4615296351,35306620,0.0,1.0
2020-05-19 00:00:00+00:00,183.63,186.6,183.49,185.03,26799116,175.4361275203,178.2736012378,175.3023745505,176.7736572188,26799116,0.0,1.0
2020-05-20 00:00:00+00:00,185.66,185.85,183.94,184.81,31261334,177.8627885447,178.0448090651,176.2150238334,177.0484862164,31261334,0.51,1.0
2020-05-21 00:00:00+00:00,183.43,186.67,183.29,185.4,29032741,175.7264424364,178.8303713112,175.592322053,177.6137078325,29032741,0.0,1.0
2020-05-22 00:00:00+00:00,183.51,184.46,182.54,183.19,20826898,175.8030826556,176.7131852577,174.8738199986,175.4965217791,20826898,0.0,1.0
2020-05-26 00:00:00+00:00,181.57,186.5,181.1,186.34,36073609,173.9445573417,178.6675108455,173.4942960543,178.5142304073,36073609,0.0,1.0
2020-05-27 00:00:00+00:00,181.81,181.99,176.6,180.2,39517146,174.1744779991,174.3469184921,169.1832837283,172.6320935891,39517146,0.0,1.0
2020-05-28 00:00:00+00:00,181.4,184.15,180.38,180.74,33831824,173.781696876,176.4162044086,172.8045340821,173.1494150682,33831824,0.0,1.0
2020-05-29 00:00:00+00:00,183.25,184.27,180.41,182.73,42146720,175.5540019434,176.5311647373,172.8332741643,175.0558405191,42146720,0.0,1.0
2020-06-01 00:00:00+00:00,182.83,183.0,181.46,182.54,22668821,175.151640793,175.3145012586,173.8391770404,174.8738199986,22668821,0.0,1.0
2020-06-02 00:00:00+00:00,184.91,185.0,181.35,184.25,30794585,177.1442864903,177.2305067369,173.7337967391,176.5120046825,30794585,0.0,1.0
2020-06-03 00:00:00+00:00,185.36,185.94,183.58,184.82,27311016,177.5753877229,178.1310293116,175.8701428473,177.0580662438,27311016,0.0,1.0
2020-06-04 00:00:00+00:00,182.92,185.84,182.3,184.3,28761809,175.2378610395,178.0352290377,174.6438993412,176.5599048195,28761809,0.0,1.0
2020-06-05 00:00:00+00:00,187.2,187.73,182.01,182.62,39893643,179.3381127629,179.8458542147,174.3660785469,174.9504602178,39893643,0.0,1.0
2020-06-08 00:00:00+00:00,188.36,188.55,184.44,185.94,33211590,180.4493959403,180.6314164607,176.694025203,178.1310293116,33211590,0.0,1.0
2020-06-09 00:00:00+00:00,189.8,190.7,187.26,188.0,29783916,181.8289198846,182.6911223498,179.3955929273,180.1045149542,29783916,0.0,1.0
2020-06-10 00:00:00+00:00,196.84,198.52,191.01,191.13,43872329,188.573259168,190.1827037697,182.988103199,183.1030635277,43872329,0.0,1.0
2020-06-11 00:00:00+00:00,186.27,195.76,186.07,193.13,52854672,178.4471702155,187.5386162098,178.2555696677,185.0190690059,52854672,0.0,1.0
2020-06-12 00:00:00+00:00,187.74,191.72,185.18,190.54,43373587,179.855434242,183.6682851437,177.4029472299,182.5378419116,43373587,0.0,1.0
2020-06-15 00:00:00+00:00,188.94,190.82,184.01,184.58,32770189,181.005037529,182.8060826785,176.2820840251,176.8281455864,32770189,0.0,1.0
